,loc_name,loc_rating,total_rating,latitude,longitude,query
14548,Dahddar plaza,5.0,1.0,31.6264438,74.222597,'pharmacy'
14549,Prestige Legal & Management Consultancy,4.1,11.0,31.4745913,74.3783647,'cemetery'
14550,Calvatis (Private) Limited,5.0,1.0,31.4037475,74.3563809,'storage'
14551,Hajvery farm,4.5,6.0,31.5831965,74.4794321,'lawyer'
14552,Moon White Laundry,5.0,1.0,31.5236207,74.3469779,'storage'
14553,Accounting Works,,,31.4505942,74.3964795,'amusement park'
14554,Cartek Car Wash & Detailing,4.1,26.0,31.5230655,74.3583679,'laundry'
14555,Titans Fitness Club,4.3,102.0,31.5419906,74.3295251,'accounting'
14556,Bismillah Service Station & Oil Change,4.5,16.0,31.578849,74.459984,'car wash'
14557,Afzal Enterprises,5.0,38.0,31.3352916,74.2005564,'gym'
14558,PERFECT DRY CLEANERS AND STEAM LAUNDRY,5.0,2.0,31.4647646,74.2449616,'car wash'
14559,Alkitabi Public Library,,,31.3531981,74.395726,'furniture store'
14560,Family Health Hospital,3.8,64.0,31.4581751,74.289877,'laundry'
14561,City Govt Office Union Council Administration,4.0,2.0,31.5346585,74.3043109,'library'
14562,SALVIA COMPANY,,,31.5546656,74.292912,'hospital'
14563,Suzuki Prestige Motors,,,31.3802506,74.3647421,'city hall'
14564,Qadri auto and parts,5.0,1.0,31.5203731,74.1438404,'library'
14565,Areesha Rabbitry,,,31.5377301,74.2917848,'car dealer'
14566,Chohan School,4.6,5.0,31.5605042,74.3865049,'electronics store'
14567,Doctor shahbaz physiotherapist,5.0,2.0,31.5374849,74.3365639,'pet store'
14568,Riffat Lace,,,31.419626,74.2657153,'primary school'
14569,Hadi General Store,3.7,3.0,31.3295796,74.3917667,'physiotherapist'
14570,Bhatti Store Halloki,,,31.3736291,74.2838772,'clothing store'
14571,Khalil General Store,,,31.2846374,74.2849216,'store'
14572,Rachna Zoo,4.7,3.0,32.249187,74.112876,'home goods store'
14573,abbas associates,5.0,1.0,31.4514575,74.3444452,'store'
14574,Mosque Haji Shadi Wali Qila Tamoli Ka,,,31.3082385,74.0496297,'zoo'
14575,Social media Marketing and advertising expert,,,45.1575501,176.9937776,'zoo'
14576,clink,,,31.4187655,74.3669561,'mosque'
14577,Hamza Karyana Store,1.0,1.0,31.246195,74.2146964,'city hall'
14578,Jamia Masjid Tanveer e Madina,4.0,1.0,31.3864299,74.3605157,'doctor'
14579,Bismillah Restaurant,4.6,27.0,31.4698823,74.1104167,'store'
14580,The spirit school,4.1,8.0,31.5526441,74.4087113,'mosque'
14581,SilverBird Cinemas,4.1,2523.0,30.910767,74.665854,'restaurant'
14582,Jamia Masjid Sheikha Salam,4.7,103.0,31.4671949,74.3168131,'school'
14583,Rainbow Cash & Carry,4.2,2560.0,31.4552687,74.219812,'movie theater'
14584,The Factory Lahore,5.0,1.0,31.2751882,74.1617144,'mosque'
14585,OPD Children Hospital,4.0,22.0,31.4791246,74.3430659,'liquor store'
14586,Aesthetics Solution,,,31.5212871,74.2707006,'art gallery'
14587,Virtual University Campus,4.3,136.0,31.4731398,74.3028123,'hospital'
14588,Ittehad Electric Store,3.2,5.0,31.4700952,74.3340697,'spa'
14589,Al Noor Mall,5.0,1.0,31.5111875,74.3463125,'university'
14590,Bank Al Habib,3.9,14.0,31.5498408,74.2814385,'electronics store'
14591,Unique high school,5.0,2.0,31.5446059,74.4205303,'shopping mall'
14592,batth bus stand,,,31.3035471,74.7712191,'bank'
14593,Bank Alfalah,4.2,9.0,31.2945848,74.0660333,'secondary school'
14594,Eleven Spa DHA | Massage Center,4.9,13.0,31.4641478,74.3905704,'taxi stand'
14595,Mocktail Bar,4.3,500.0,31.4637686,74.2555222,'bank'
14596,Aenzay Homes,4.9,17.0,31.4980966,74.3173835,'spa'
14597,قبرستان Graveyard,3.0,1.0,31.5870831,74.3500259,'bar'
14598,Khan Car Wash,4.2,43.0,31.5698707,74.390944,'home goods store'
14599,Agha Cafe,4.7,3.0,31.5287998,74.3564343,'cemetery'
14600,Bay bakery,4.6,226.0,31.5641214,74.3219237,'car wash'
14601,Fire Brigade Office,5.0,1.0,31.3271102,75.5917092,'cafe'
14602,Dr Zara Iqbal,5.0,1.0,31.4581451,74.2823487,'bakery'
14603,Final Choice Jewellers,,,31.4616141,74.3096609,'fire station'
14604,Game Stadium,4.0,4.0,31.5904723,74.3005918,'physiotherapist'
14605,Octopus Zone,,,31.3873149,74.1683424,'jewelry store'
14606,Amin Mudassar & Co. Chartered Accountants,4.4,44.0,31.5389633,74.3463531,'stadium'
14607,Manjah university,,,31.445279,74.3169867,'tourist attraction'
14608,Sukh Chayn Park,4.6,1161.0,31.3905625,74.1606875,'accounting'
14609,Mosque Imperial 1 block,5.0,3.0,31.5203906,74.3588167,'university'
14610,Shaheerah Garden,3.0,3.0,31.4594742,74.1019476,'park'
14611,Punjab Gym,4.4,48.0,31.5200973,74.269109,'mosque'
14612,Trim & Chic Salon,4.9,14.0,31.3707787,74.1678463,'home goods store'
14613,Govt Girls Primary School,,,31.3016705,74.066242,'gym'
14614,Structure Health & Fitness DHA Lahore,4.1,113.0,31.4644596,74.3862511,'hair care'
14615,Dera Baba Blacki,4.8,6.0,31.3194199,74.3177874,'primary school'
14616,Police Station Ghalib Market,4.0,1.0,31.5277255,74.3481517,'gym'
14617,New Way Dry Cleaners & Steam Laundry,3.5,2.0,31.4846875,74.311443,'home goods store'
14618,Govt High School (Boys),5.0,1.0,31.2485826,74.4488112,'police'
14619,Prism Mart,4.2,5.0,31.336164,74.3898399,'laundry'
14620,M.R. Eagle Travel & Tours,5.0,2.0,31.3870701,74.1958419,'secondary school'
14621,Speedo Car Wash,4.8,9.0,31.3724263,74.1591743,'supermarket'
14622,ZiCAS SCHOOL SYSTEM,4.6,110.0,31.4935955,74.2745085,'travel agency'
14623,Pota Karyana Store,,,31.2581931,74.1615025,'car wash'
14624,Bank Islami,4.2,10.0,31.4089768,74.259553,'school'
14625,Clipper beauty salon,4.5,179.0,31.5360058,74.2900168,'store'
14626,Faizan E Ume Khair Masjid,4.6,22.0,31.4192489,74.3619255,'bank'
14627,Post Office,,,31.5908054,74.3897145,'hair care'
14628,Zubair Restaurant,,,31.4749337,74.3057269,'mosque'
14629,LAHORE SAILAD BAR,,,31.6238279,74.2346567,'post office'
14630,G-5 Mosque,4.6,123.0,31.4303945,74.2557653,'restaurant'
14631,Petmania,3.4,25.0,31.5203906,74.3588167,'bar'
14632,HH food,4.0,4.0,31.4332684,74.3115801,'mosque'
14633,Araish e Niswan,5.0,2.0,31.5805314,74.3461174,'pet store'
14634,Chase Department Store,4.4,124.0,31.5462519,74.2918762,'restaurant'
14635,Brandsmart,5.0,4.0,31.43215,74.3465347,'jewelry store'
14636,Lahore Grammar School,4.0,4.0,31.4657958,74.3285563,'liquor store'
14637,Carrefour Parking,4.3,3.0,31.5347293,74.3652347,'clothing store'
14638,Dental Companion,4.5,6.0,31.4207272,74.1850317,'school'
14639,NEW SAINT MARY SCHOOL SANT NAGER LAHORE,,,31.5203906,74.3588167,'parking'
14640,New Al-Falah Hardware Store,3.0,7.0,31.5221962,74.3248413,'dentist'
14641,Organic Zoo Land,,,31.2343923,74.2544879,'primary school'
14642,JAMIA MASJID D BLOCK,5.0,8.0,31.4901342,74.3185619,'home goods store'
14643,Rehmat General Store,5.0,2.0,31.298542,74.1642549,'pet store'
14644,Az Variety House,,,31.5613054,74.3485775,'mosque'
14645,Lahore Zoo Toilets,3.4,8.0,31.5553443,74.3259202,'store'
14646,Abrar general store,5.0,3.0,31.2398589,74.2111758,'rv park'
14647,The Lords School,4.6,11.0,31.500313,74.2481013,'zoo'
14648,Graveyard Khankah Sayyid Ahmad Shaheed,,,31.5885182,74.2499842,'supermarket'
14649,Basra general store,5.0,2.0,31.5789959,74.0526285,'secondary school'
14650,Shahbaz Store,4.5,274.0,31.5632221,74.3469883,'cemetery'
14651,Jamia Masjid J1 Wapda Town,4.8,201.0,31.4256946,74.2672348,'store'
14652,Fazl-e- Rabi electronics,,,31.6010263,74.3653349,'store'
14653,Park,4.2,5.0,31.4621875,74.2974219,'mosque'
14654,Jamia Masjid Husain,5.0,3.0,31.3509415,74.3700435,'electronics store'
14655,King Burger,4.4,5.0,31.6072206,74.3420459,'park'
14656,Central Police Office of Pakistan Railways Police,5.0,1.0,31.5733593,74.3326677,'mosque'
14657,المشہور شوکت پٹی سٹور,5.0,1.0,31.3686783,74.3659162,'night club'
14658,Noor Mosque,4.6,10.0,31.4056585,74.3599975,'police'
14659,Ali Electric Store And Repeiring Center.,4.1,17.0,31.4549413,74.2820444,'shopping mall'
14660,Saddat cottage,,,31.4157845,74.3670158,'mosque'
14661,Kamahan Logistics Park,5.0,1.0,31.4375625,74.3795625,'electrician'
14662,Carpentras Synagogue,4.4,180.0,44.0551802,5.0488209,'home goods store'
14663,Fine Delivery service,4.7,18.0,31.5176471,74.3495534,'storage'
14664,Marwari Taxi Stand,4.5,2.0,31.8098201,75.9748781,'synagogue'
14665,Lgs 1a1,,,31.5026201,74.3482801,'moving company'
14666,Tehsil Headquarter Hospital,4.2,5.0,31.3709947,74.3653802,'taxi stand'
14667,امیر ملت آٹوز,,,31.3071028,74.167334,'zoo'
14668,SHAHANSHA CHOWK,4.3,22.0,31.4931714,74.2406048,'hospital'
14669,Ahmad Brother's trading Company,3.6,5.0,31.4061281,74.1388913,'car repair'
14670,KOLDTEK,5.0,2.0,31.4271889,74.179027,'liquor store'
14671,Fahdi res,4.3,3.0,31.6842035,73.3854408,'storage'
14672,مسجد,,,31.3264092,74.1497631,'storage'
14673,Cycle House,4.4,22.0,31.4586778,74.3081106,'campground'
14674,Dr Shabraiz Shahid Physiotherapist,5.0,1.0,31.4935646,74.3676419,'mosque'
14675,Sara spa & massage center,4.8,20.0,31.5193928,74.350501,'bicycle store'
14676,Bike Parking,3.3,3.0,31.5397509,74.3718259,'physiotherapist'
14677,Maher Ali sahib,,,31.2480216,74.4726298,'spa'
14678,MA Rent A Car,5.0,3.0,31.4945847,74.3912501,'parking'
14679,JS Bank,4.0,3.0,31.5307493,74.2812431,'home goods store'
14680,Bashir Hardware store,5.0,1.0,31.5886,74.3517148,'car rental'
14681,Nihang Law,4.9,14.0,31.5521451,74.3375212,'bank'
14682,Ahsan Karana Store,5.0,1.0,31.4369859,74.3607209,'hardware store'
14683,Park,,,31.3392407,74.1743677,'lawyer'
14684,Institute of Business and Information Technology,4.2,64.0,31.4951875,74.2989375,'home goods store'
14685,Movies House,,,31.5049528,74.3432582,'park'
14686,Akram & Sons Crockery Store,,,31.4293359,74.1746755,'university'
14687,All Properties,5.0,7.0,31.5205724,74.2689708,'movie theater'
14688,The family clinic.,5.0,2.0,31.463569,74.3081764,'home goods store'
14689,Jasmine Block Park,4.2,242.0,31.3761305,74.1894998,'real estate agency'
14690,Live Grill Family Restaurant,4.0,36.0,31.4346363,74.214948,'doctor'
14691,Chicken Charcoal,4.1,78.0,31.3901255,74.1689695,'park'
14692,O.D.G,,,31.4051995,73.999235,'restaurant'
14693,,,,31.3934079,74.1911459,'restaurant'
14694,Shopme Jewellery,,,31.4183615,74.281448,'supermarket'
14695,GILL FARM,4.0,4.0,31.2208033,74.5861726,'spa'
14696,ZE Haier Store (Brand outlet) zulfi electronics,4.4,51.0,31.3377456,74.2363586,'jewelry store'
14697,CAT POINT - WWW.HUNGRYPET.PK,5.0,65.0,31.4880011,74.3253236,'tourist attraction'
14698,Niazi Estate,4.8,10.0,31.3639288,74.2740529,'electronics store'
14699,Tamaseel Theatre,4.1,106.0,31.544916,74.316846,'pet store'
14700,Brothers Book Depot,4.6,72.0,31.4347468,74.2956729,'real estate agency'
14701,Saroya Music House,,,31.304762,75.555327,'movie theater'
14702,Lake City Park Fountain,,,31.3551187,74.2383112,'book store'
14703,Honey & Sunny Grammar School,4.3,8.0,31.5627394,74.2819462,'movie rental'
14704,Parking,,,31.5697368,74.3021637,'zoo'
14705,Lahore English High School of Sciences Rana Town Maraka.,5.0,2.0,31.391887,74.1523617,'school'
14706,naveed general store,,,31.4658215,74.1028187,'parking'
14707,Fire Station,3.7,7.0,30.1459384,74.2011589,'secondary school'
14708,Guru Nanak Dev University,4.2,1954.0,31.6340139,74.8259034,'store'
14709,Pencil ✏️ work designer,,,31.4269988,74.3847244,'fire station'
14710,Mechanic in Lahore,4.7,3.0,31.4557287,74.2146048,'university'
14711,Hassan Park,,,31.4123246,74.283873,'local government office'
14712,Ajmal Pharmacy,5.0,2.0,31.4753903,74.3046529,'car repair'
14713,QD's Family Restaurant,4.3,505.0,31.5308783,74.3131488,'park'
14714,Sanjan Nagar Public Education Trust School,4.1,16.0,31.411759,74.357117,'pharmacy'
14715,Bushra's Salon & Spa,3.2,29.0,31.4455831,74.26174,'restaurant'
14716,One Pound Store,,,31.5702669,74.3810979,'school'
14717,Imran Mushtaq Roses & Elephants,5.0,2.0,31.5782926,74.3769551,'spa'
14718,Nadeem karyana store,,,31.5568148,74.2701306,'store'
14719,Central Mosque,,,31.3932053,74.1743593,'museum'
14720,Ayesh fashion valley,,,30.3593034,69.3480716,'convenience store'
14721,ABL Bank ATM,2.8,9.0,31.416223,74.2686122,'mosque'
14722,Subway,4.2,1070.0,31.2781849,75.6760776,'jewelry store'
14723,Abdullah Rent A Car,5.0,1.0,31.4626223,74.2693928,'atm'
14724,Al madina super store,4.0,2.0,31.6186636,74.2777162,'subway station'
14725,Johar Town Park,3.9,107.0,31.4616304,74.2872022,'car rental'
14726,Shar e Rabbani sweet & bakers,,,31.3364515,74.236271,'home goods store'
14727,Aliza Mehdi Beauty Lounge,4.0,62.0,31.4091213,74.2608016,'park'
14728,Noon Jewelry,5.0,2.0,31.476377,74.4176745,'bakery'
14729,Madni Press Calander,2.5,4.0,31.5864515,74.3235162,'beauty salon'
14730,M. RAZZAQ KARYANA STORE,,,31.3461857,74.3809097,'jewelry store'
14731,M.A CAR WASH,,,31.3840692,74.3633214,'night club'
14732,قبرستان,,,31.355668,74.2523153,'shopping mall'
14733,Faith in Peace Church,5.0,1.0,31.4073643,74.353584,'car wash'
14734,Residence of Mr Muhammad Ammar Mirzapur Sheikhupura,,,31.4305884,74.0052558,'cemetery'
14735,H Block Car Parking,3.3,19.0,31.4820522,74.3954756,'church'
14736,Paint Pakistan,,,31.4264616,74.3872435,'home goods store'
14737,Al abad store,4.5,2.0,31.546891,74.3777291,'parking'
14738,Ali Joyia karyana store,,,31.2425958,74.2076606,'painter'
14739,Car Parking,3.9,8.0,31.2581008,74.2238367,'supermarket'
14740,MY School Raiwind,5.0,1.0,31.2518299,74.2213799,'home goods store'
14741,Hazrat Baba Wali Muhammad,4.2,5.0,31.3764101,74.1767491,'parking'
14742,State life insurance adviser lahore zone,5.0,1.0,31.6022137,74.3136042,'school'
14743,HBL | Habib Bank Limited - Bahria Town,2.8,29.0,31.3720822,74.1853932,'tourist attraction'
14744,Farhan hardware and electric store,5.0,1.0,31.4629141,74.3108753,'insurance agency'
14745,Servis Bata Shoes,4.8,5.0,31.4173348,73.9876219,'bank'
14746,Mehak Massage Center Lahore,5.0,67.0,31.5476446,74.315236,'hardware store'
14747,Subhanallah Auto Mechanic,3.5,2.0,31.6102878,74.2566889,'shoe store'
14748,Lock simth,,,31.4642321,74.3150979,'spa'
14749,Total Metro petroleum station ٹوٹل میٹرو پیٹرولیم سٹیشن,3.8,51.0,31.4110147,74.3592832,'car repair'
14750,Lahore Grammar School,4.1,92.0,31.5302598,74.3494914,'locksmith'
14751,Wharehouse illhaq steel engineering,,,31.3275686,74.2576597,'gas station'
14752,Alrawia International Travel Tourrsm (Pvt) Ltd,,,31.2990547,74.0759013,'school'
14753,Allied School Hussain Campus,4.4,25.0,31.4616835,74.3498603,'storage'
14754,Cantt Courts Lahore,3.6,58.0,31.5452052,74.3809217,'travel agency'
14755,Zakir Tikka Family Restaurant,3.9,1073.0,31.4609796,74.425794,'school'
14756,Al rehman ganral stor,,,31.5357097,74.2573141,'courthouse'
14757,Superior University Library,4.3,11.0,31.333729,74.2362002,'restaurant'
14758,Manga mandi zeshan home,5.0,2.0,31.3003429,74.0576292,'home goods store'
14759,Taxi Stand,5.0,3.0,31.464725,76.2718476,'university'
14760,Flora Concerns,,,31.5938613,74.2548775,'home goods store'
14761,Club Mobiles,4.0,145.0,31.5624707,74.3195172,'taxi stand'
14762,Shahdara Service Station,3.9,21.0,31.6168502,74.2787129,'florist'
14763,Bilal Furniture Store | Sofa Poshish and interior,5.0,68.0,31.5051621,74.3216699,'night club'
14764,ALI ONE FURNITURES,,,31.3024106,74.0777863,'taxi stand'
14765,Akram Jewellers (Exquisite Jewellery store),,,31.5310611,74.3221443,'furniture store'
14766,CUE Cinemas,4.6,3663.0,31.5302527,74.3508078,'furniture store'
14767,Al Madina Warehouse,3.8,5.0,31.3749235,74.1579308,'jewelry store'
14768,Umar Farooq And Brothers,3.7,19.0,31.5190701,74.2759214,'movie theater'
14769,Bodyzone Gym,4.5,97.0,31.4799747,74.3140106,'storage'
14770,Euro Store,4.0,708.0,31.4402249,74.2744265,'bar'
14771,Kalim residential,,,31.3571606,74.1785181,'gym'
14772,Ak motors sultanke,,,31.3235265,74.1513624,'liquor store'
14773,Romax Paints,5.0,9.0,31.4370384,74.2913018,'home goods store'
14774,Riaz Brothers Cold Storage,4.4,13.0,31.5101831,74.2723392,'car dealer'
14775,Amir Krayna store,5.0,2.0,31.5555374,74.2680538,'painter'
14776,IRIS Salon & Spa,4.4,220.0,31.5249055,74.3511772,'storage'
14777,Jameels Enterprises warehouse,4.0,13.0,31.4339174,74.2236097,'convenience store'
14778,C block Park 1,,,31.4345686,74.3450712,'hair care'
14779,Aqeela Adnan,5.0,3.0,31.4329062,74.3686515,'storage'
14780,Masjid,,,31.4711798,74.2495225,'park'
14781,Khaleeji Dry Clean & Steam Press,3.8,5.0,31.4709825,74.2598186,'clothing store'
14782,Justice Gull Muhammad Library,4.5,44.0,31.4815364,74.3038004,'mosque'
14783,Maxxam-V International,4.1,59.0,31.4988027,74.2726358,'laundry'
14784,Lahore Oxford Grammar School,4.6,20.0,31.3240162,74.3884822,'library'
14785,LIFE LINE HOSPTAL,3.1,74.0,31.470493,74.2740892,'liquor store'
14786,Hazrat Khawja Qutbuddi mizar,,,31.2839235,74.3167276,'school'
14787,Raja Pakistani Barber Shop,4.2,14.0,31.5338241,74.2799735,'hospital'
14788,Union Council Office,3.6,10.0,31.5040944,74.2766196,'mosque'
14789,Cafe amano,,,31.3815134,74.1789314,'home goods store'
14790,Kaka painter moga,1.0,1.0,30.8214383,75.18313,'local government office'
14791,Shikari Fast Food,4.0,10.0,31.5254855,74.2791998,'cafe'
14792,Sheray Rabani Karyana store,,,31.476871,74.1178767,'painter'
14793,Saeed karyana store,,,31.3374933,74.2344789,'restaurant'
14794,MudasSir Cool Point,4.9,46.0,31.594181,74.3566717,'store'
14795,A Z Auto Care,,,31.5736663,74.4331928,'shopping mall'
14796,ZAM ZAM GAS FIELD,5.0,1.0,31.5669375,74.4049375,'plumber'
14797,Flowers Avenue,5.0,1.0,31.501729,74.3723144,'car repair'
14798,Cakes & Bakes,4.2,1285.0,31.3945462,74.2552677,'gas station'
14799,Gov't elementary school,,,31.465751,74.0119663,'florist'
14800,Siddiqui Public High School Mustafa abad,5.0,1.0,31.250592,74.4206924,'bakery'
14801,Rino Dry Cleaners & Steam Laundry,4.0,9.0,31.5638199,74.3436055,'school'
14802,MDC Electronics,3.6,63.0,31.5339007,74.3611111,'secondary school'
14803,Scotch Barrel,1.0,1.0,31.7082943,74.8159773,'laundry'
14804,Al-Fateh Real estate,5.0,6.0,31.5922041,74.2142316,'electronics store'
14805,British Institute of Modern Languages,4.5,2.0,31.51472,74.28699,'liquor store'
14806,Najam Glass and Aluminum,,,31.4607184,74.3608095,'real estate agency'
14807,Rehman Dental Care,4.8,39.0,31.4719332,74.2784982,'zoo'
14808,MTS Water & Electricity Office,2.0,4.0,31.4831585,74.3299605,'storage'
14809,Ksons Drug Mart,4.6,14.0,31.5228551,74.3416023,'dentist'
14810,Akbar Autos,4.8,4.0,31.3869571,74.1399792,'local government office'
14811,Potpourri Store,4.2,1109.0,31.4722925,74.3783715,'drugstore'
14812,University of London international degree programme,1.0,1.0,31.4658008,74.3942364,'car repair'
14813,Cafe,,,31.4705101,74.2598091,'liquor store'
14814,MA Real Estate and Builders,5.0,3.0,31.4023907,74.2603802,'university'
14815,Tayyaba Foundation High School,4.0,14.0,31.4365863,74.3133473,'bar'
14816,Girls high School,,,31.5181804,74.0873016,'real estate agency'
14817,Lahore Furniture,4.1,294.0,31.4769174,74.2438888,'secondary school'
14818,Oasis Beach,4.7,583.0,31.2768982,74.0406114,'secondary school'
14819,Good hands physiotherapy clinic,5.0,16.0,31.6170573,74.2793708,'furniture store'
14820,Gourmet Foods - Link Road,3.9,345.0,31.4711561,74.3187071,'amusement park'
14821,Hamoodur Rahman Foundation,,,31.4636658,74.3891018,'physiotherapist'
14822,SAFAR E DUA TRAVELS & TOURS,4.9,30.0,31.469822,74.3184563,'bakery'
14823,Gourmet Foods - Allah Ho Chowk,3.9,1901.0,31.466425,74.2937816,'zoo'
14824,Haroon Mobile Shop,,,32.1010398,73.8571572,'travel agency'
14825,Main Park,4.8,9.0,31.316409,74.3847213,'liquor store'
14826,Advocate salman zahid,5.0,1.0,31.5371849,74.2914152,'rv park'
14827,TSY Travel & Tours,4.4,34.0,31.5607784,74.3379895,'park'
14828,Artificial hillock 2,4.7,11.0,31.55359,74.33039,'lawyer'
14829,Khizer Auto Workshop,,,31.4681881,74.2806636,'travel agency'
14830,Shahzad Real Estate,5.0,2.0,31.5216274,74.2747451,'zoo'
14831,Car Parking,4.0,2.0,31.400538,74.3584656,'car repair'
14832,Afzal Electronics,4.1,33.0,31.5088397,74.3576458,'real estate agency'
14833,Askar developers,5.0,1.0,31.3332639,74.1127453,'parking'
14834,Khursheed park Shadman,4.4,114.0,31.5409856,74.3279215,'electronics store'
14835,BAU TAXI STAND,,,31.6120813,74.7669944,'real estate agency'
14836,Pharmacy Links Plus,4.7,3.0,31.5211817,74.2822659,'park'
14837,Bank Al Habib,3.9,7.0,31.3346545,74.2357614,'taxi stand'
14838,Public park,5.0,1.0,31.5052178,74.286202,'pharmacy'
14839,abdullah teders,5.0,2.0,31.5478669,74.2636078,'atm'
14840,Taj Super Store Mart,4.2,405.0,31.5728125,74.4138125,'park'
14841,Government Elementary Middle School Sadhoke,4.5,4.0,31.3892986,74.2808846,'furniture store'
14842,Rabbits villages,4.3,4.0,31.5372494,74.2891977,'store'
14843,Be Strong Gym,4.0,21.0,31.3536963,74.2459271,'primary school'
14844,Jamia Masjid Kumharan Wali,5.0,1.0,31.314837,74.4374968,'zoo'
14845,J-2 Market,4.1,93.0,31.4226527,74.2621126,'gym'
14846,Information Systems & Technology,,,31.4216495,74.3565942,'mosque'
14847,Office of Chief Auditor Wapda,1.0,1.0,31.5053545,74.3499496,'home goods store'
14848,Ravi Urban Development Authority,4.8,69.0,31.5127233,74.3211101,'university'
14849,Dar-ul-Falah,4.8,6.0,31.4674146,74.317141,'local government office'
14850,A Mart,3.4,5.0,31.4930359,74.273707,'local government office'
14851,Tufail & Zia Sanitary Store,5.0,1.0,31.2972016,74.0684566,'travel agency'
14852,The student shop,4.2,51.0,31.4240212,74.2502085,'department store'
14853,National Insurance Company Ltd,3.5,4.0,31.5411052,74.3540954,'hardware store'
14854,Teknik Movers,,,31.4542934,74.2682319,'liquor store'
14855,RANA KHALID JEWELLERS,,,31.5590811,74.2801234,'insurance agency'
14856,Police Officers Colony,,,31.5434094,74.3789071,'moving company'
14857,Saleem Memorial Trust Hospital,4.6,37.0,31.4362573,74.1926196,'jewelry store'
14858,City Vets Pet Clinic & Mart,4.7,18.0,31.5312274,74.2875699,'police'
14859,Bata Shoes,4.0,3.0,31.4721429,74.3205053,'hospital'
14860,The New Dry Cleaners & Steam Laundry,4.2,6.0,31.5033212,74.2780855,'veterinary care'
14861,Alibaba Hair Salon,4.6,17.0,31.3745057,74.1788412,'shoe store'
14862,Karachi Stylish Furniture,5.0,3.0,31.5330271,74.277655,'laundry'
14863,AL Fareed Parking Stand,4.0,2.0,31.5919238,74.2935643,'hair care'
14864,LUMS School Of Education,4.7,119.0,31.4703539,74.4087313,'furniture store'
14865,Graveyard Shahpur,,,31.6622874,74.0110339,'parking'
14866,Malik Electric&Electronic,4.3,24.0,31.5464214,74.3021154,'university'
14867,Plumber Zaheer bahria town,5.0,2.0,31.3688238,74.1873899,'cemetery'
14868,BAISOYA ASSOCIATES - (Intellectual Property Lawyers & Trademark Attorneys),5.0,10.0,31.5348866,74.3469462,'electrician'
14869,Go Gas station,4.4,195.0,31.460324,74.26083,'plumber'
14870,Usmania Mosque,4.8,19.0,31.4258035,74.278296,'lawyer'
14871,Car Wash & Service Centre,3.9,19.0,31.4549761,74.3172218,'gas station'
14872,Umar Town Haji de khuee,4.4,21.0,31.4161642,74.3596973,'mosque'
14873,Fort Lee Roofing and Gutters,,,31.438036,73.098981,'car wash'
14874,Malik zaheer,,,31.2467317,74.3778917,'local government office'
14875,Children’s Library Complex,4.6,196.0,31.5509839,74.3351025,'roofing contractor'
14876,Naat Library Shahdara,4.6,7.0,31.6204825,74.2882535,'funeral home'
14877,Superior College,4.0,385.0,31.5014673,74.3319385,'library'
14878,Zero Point VA Sundar,,,31.3301191,74.1210018,'library'
14879,LDA City Lahore - Project by LDA,5.0,53.0,31.3596276,74.3685847,'university'
14880,M.M Art,,,31.5440886,74.3839007,'local government office'
14881,Trodden Travelers,5.0,26.0,31.4625139,74.2634159,'real estate agency'
14882,Fortress Stadium Market,4.5,29845.0,31.5315278,74.3678801,'art gallery'
14883,Hanif Centre Electronics Online Store,4.9,279.0,31.5678424,74.3182983,'travel agency'
14884,Rana Auto Workshop,4.7,20.0,31.3123341,74.3934419,'stadium'
14885,Janaza Gah Kujjar,,,31.7134786,73.8589805,'electronics store'
14886,Parking Liberty Market,4.2,47.0,31.5096459,74.3426327,'car repair'
14887,TCF SCHOOL HUSTEN 11 KARANKE,,,31.5203906,74.3588167,'funeral home'
14888,Almewaat Old Book Center,,,31.2478483,74.2181086,'parking'
14889,United Arab Shipping Agencies (Pakistan) Pvt. Ltd.,4.6,5.0,31.5104739,74.3522866,'primary school'
14890,The Congregation of Jacob Synagogue,4.5,17.0,51.5144189,-0.053896,'book store'
14891,Zainabia welfare hospital Libarary,4.0,4.0,31.4904323,74.2637368,'moving company'
14892,Ikram Jewellers,4.8,12.0,31.5671037,74.3114762,'synagogue'
14893,Rehman General Store,5.0,1.0,31.3710958,74.2807491,'library'
14894,Abdullah Motors,4.7,19.0,31.469441,74.1079019,'jewelry store'
14895,Unicorn Chemical (Pvt) Ltd,3.0,2.0,31.485336,74.3912756,'store'
14896,Divinity Travel and Tours,5.0,9.0,31.4635222,74.3852464,'car dealer'
14897,Jamal Car Parking,4.0,2.0,31.5636345,74.3267155,'roofing contractor'
14898,Badami Bagh,4.1,97.0,31.5985019,74.3034172,'travel agency'
14899,Jamiya Masjid Sadaat جامع مسجد سادات,5.0,1.0,31.4297191,74.1720891,'parking'
14900,Madina flowers,,,31.5203906,74.3588167,'train station'
14901,Fashion flare,4.8,4.0,31.3941777,74.1574764,'mosque'
14902,Math Parking,5.0,1.0,31.5031356,74.3068815,'florist'
14903,Options Restaurant,4.1,71.0,31.5021742,74.3265786,'home goods store'
14904,KHALID SHAHZAD JEWLLERS,,,31.3866243,74.1908562,'parking'
14905,Auto Fit,5.0,1.0,31.4546794,74.2779481,'restaurant'
14906,Malkhoki,,,31.4055738,74.4506996,'jewelry store'
14907,El Shaddai School,5.0,14.0,31.4684981,74.3372445,'car repair'
